Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_9_110,VPWR,li1,56.5800,35.3600,1.799975
FILLER_9_107,VPWR,li1,55.4300,35.3600,1.799973
FILLER_9_104,VPWR,li1,54.0500,35.3600,1.799973
FILLER_9_101,VPWR,li1,52.6700,35.3600,1.799971
FILLER_9_98,VPWR,li1,51.2900,35.3600,1.799969
FILLER_9_95,VPWR,li1,49.9100,35.3600,1.799969
FILLER_9_92,VPWR,li1,48.5300,35.3600,1.799966
FILLER_9_89,VPWR,li1,47.1500,35.3600,1.799966
FILLER_9_31,VPWR,li1,20.2400,35.3600,1.799958
FILLER_9_3,VPWR,li1,7.5900,35.3600,1.799978
FILLER_8_203,VPWR,li1,99.1300,35.3600,1.799990
FILLER_8_157,VPWR,li1,78.4300,35.3600,1.799982
FILLER_8_154,VPWR,li1,77.0500,35.3600,1.799982
FILLER_8_141,VPWR,li1,70.6100,35.3600,1.799987
FILLER_8_116,VPWR,li1,59.3400,35.3600,1.799976
FILLER_8_113,VPWR,li1,58.1900,35.3600,1.799976
FILLER_8_99,VPWR,li1,51.7500,35.3600,1.799971
FILLER_8_96,VPWR,li1,50.3700,35.3600,1.799969
FILLER_8_85,VPWR,li1,45.3100,35.3600,1.799964
FILLER_8_70,VPWR,li1,38.1800,35.3600,1.799966
FILLER_8_67,VPWR,li1,37.0300,35.3600,1.799966
FILLER_8_29,VPWR,li1,19.5500,35.3600,1.799958
FILLER_8_25,VPWR,li1,17.7100,35.3600,1.799962
FILLER_8_11,VPWR,li1,10.8100,35.3600,1.799978
FILLER_7_215,VPWR,li1,105.1100,29.9200,1.799994
FILLER_7_190,VPWR,li1,93.1500,29.9200,1.799994
FILLER_7_160,VPWR,li1,79.3500,29.9200,1.799992
FILLER_7_157,VPWR,li1,78.4300,29.9200,1.799992
FILLER_7_147,VPWR,li1,73.8300,29.9200,1.799992
FILLER_7_116,VPWR,li1,59.1100,29.9200,1.799985
FILLER_7_102,VPWR,li1,52.9000,29.9200,1.799986
FILLER_7_92,VPWR,li1,48.0700,29.9200,1.799989
FILLER_7_89,VPWR,li1,47.1500,29.9200,1.799989
FILLER_7_86,VPWR,li1,45.7700,29.9200,1.799990
FILLER_7_83,VPWR,li1,44.3900,29.9200,1.799992
FILLER_7_65,VPWR,li1,35.8800,29.9200,1.799993
FILLER_7_6,VPWR,li1,8.5100,29.9200,1.799995
FILLER_7_3,VPWR,li1,7.5900,29.9200,1.799995
FILLER_6_195,VPWR,li1,95.4500,29.9200,1.799994
FILLER_6_189,VPWR,li1,93.1500,29.9200,1.799994
FILLER_6_181,VPWR,li1,89.0100,29.9200,1.799993
FILLER_6_178,VPWR,li1,88.0900,29.9200,1.799993
FILLER_6_175,VPWR,li1,86.7100,29.9200,1.799993
FILLER_6_172,VPWR,li1,85.3300,29.9200,1.799993
FILLER_6_168,VPWR,li1,83.0300,29.9200,1.799993
FILLER_6_165,VPWR,li1,82.1100,29.9200,1.799992
FILLER_6_162,VPWR,li1,80.7300,29.9200,1.799992
FILLER_6_158,VPWR,li1,78.4300,29.9200,1.799992
FILLER_6_155,VPWR,li1,77.5100,29.9200,1.799992
FILLER_6_152,VPWR,li1,76.1300,29.9200,1.799992
FILLER_6_149,VPWR,li1,74.7500,29.9200,1.799992
FILLER_6_146,VPWR,li1,73.3700,29.9200,1.799992
FILLER_6_114,VPWR,li1,58.4200,29.9200,1.799985
FILLER_6_85,VPWR,li1,45.0800,29.9200,1.799990
FILLER_6_83,VPWR,li1,43.9300,29.9200,1.799992
FILLER_6_67,VPWR,li1,36.5700,29.9200,1.799993
FILLER_6_42,VPWR,li1,25.0700,29.9200,1.799991
FILLER_6_32,VPWR,li1,20.7000,29.9200,1.799990
FILLER_6_29,VPWR,li1,19.5500,29.9200,1.799991
FILLER_6_27,VPWR,li1,18.1700,29.9200,1.799991
FILLER_6_18,VPWR,li1,14.0300,29.9200,1.799993
FILLER_6_15,VPWR,li1,13.1100,29.9200,1.799993
FILLER_6_6,VPWR,li1,8.5100,29.9200,1.799995
FILLER_5_209,VPWR,li1,101.8900,24.4800,1.799990
FILLER_5_202,VPWR,li1,98.6700,24.4800,1.799988
FILLER_5_177,VPWR,li1,87.1700,24.4800,1.799981
FILLER_5_174,VPWR,li1,86.2500,24.4800,1.799981
FILLER_5_167,VPWR,li1,82.5700,24.4800,1.799982
FILLER_5_143,VPWR,li1,71.9900,24.4800,1.799987
FILLER_5_140,VPWR,li1,70.6100,24.4800,1.799989
FILLER_5_119,VPWR,li1,60.9500,24.4800,1.799985
FILLER_5_116,VPWR,li1,59.5700,24.4800,1.799983
FILLER_5_113,VPWR,li1,58.1900,24.4800,1.799983
FILLER_5_83,VPWR,li1,44.3900,24.4800,1.799988
FILLER_5_55,VPWR,li1,31.0500,24.4800,1.799986
FILLER_5_20,VPWR,li1,14.9500,24.4800,1.799989
FILLER_4_217,VPWR,li1,105.5700,24.4800,1.799990
FILLER_4_200,VPWR,li1,98.2100,24.4800,1.799988
FILLER_4_197,VPWR,li1,96.8300,24.4800,1.799986
FILLER_4_194,VPWR,li1,95.2200,24.4800,1.799984
FILLER_4_158,VPWR,li1,78.6600,24.4800,1.799983
FILLER_4_141,VPWR,li1,70.8400,24.4800,1.799989
FILLER_4_138,VPWR,li1,69.4600,24.4800,1.799989
FILLER_4_100,VPWR,li1,51.9800,24.4800,1.799983
FILLER_4_85,VPWR,li1,45.3100,24.4800,1.799988
FILLER_4_81,VPWR,li1,43.4700,24.4800,1.799989
FILLER_4_78,VPWR,li1,42.0900,24.4800,1.799991
FILLER_4_75,VPWR,li1,40.7100,24.4800,1.799991
FILLER_4_37,VPWR,li1,23.0000,24.4800,1.799986
FILLER_4_27,VPWR,li1,18.1700,24.4800,1.799988
FILLER_3_201,VPWR,li1,98.4400,19.0400,1.799996
FILLER_3_198,VPWR,li1,97.2900,19.0400,1.799996
FILLER_3_195,VPWR,li1,95.9100,19.0400,1.799995
FILLER_3_192,VPWR,li1,94.5300,19.0400,1.799995
FILLER_3_181,VPWR,li1,89.4700,19.0400,1.799993
FILLER_3_169,VPWR,li1,83.4900,19.0400,1.799991
FILLER_3_131,VPWR,li1,66.2400,19.0400,1.799989
FILLER_3_109,VPWR,li1,56.3500,19.0400,1.799985
FILLER_3_85,VPWR,li1,45.3100,19.0400,1.799988
FILLER_3_82,VPWR,li1,43.9300,19.0400,1.799988
FILLER_3_79,VPWR,li1,42.5500,19.0400,1.799989
FILLER_3_76,VPWR,li1,41.1700,19.0400,1.799989
FILLER_3_68,VPWR,li1,37.0300,19.0400,1.799987
FILLER_3_65,VPWR,li1,36.1100,19.0400,1.799987
FILLER_3_34,VPWR,li1,21.3900,19.0400,1.799982
FILLER_3_3,VPWR,li1,7.1300,19.0400,1.799990
FILLER_2_205,VPWR,li1,100.2800,19.0400,1.799996
FILLER_2_195,VPWR,li1,95.4500,19.0400,1.799995
FILLER_2_192,VPWR,li1,94.5300,19.0400,1.799995
FILLER_2_175,VPWR,li1,86.2500,19.0400,1.799992
FILLER_2_172,VPWR,li1,85.3300,19.0400,1.799992
FILLER_2_169,VPWR,li1,83.9500,19.0400,1.799992
FILLER_2_166,VPWR,li1,82.5700,19.0400,1.799991
FILLER_2_163,VPWR,li1,81.1900,19.0400,1.799991
FILLER_2_160,VPWR,li1,79.8100,19.0400,1.799991
FILLER_2_157,VPWR,li1,78.4300,19.0400,1.799990
FILLER_2_144,VPWR,li1,72.2200,19.0400,1.799990
FILLER_2_138,VPWR,li1,69.4600,19.0400,1.799991
FILLER_2_127,VPWR,li1,64.4000,19.0400,1.799988
FILLER_2_124,VPWR,li1,63.2500,19.0400,1.799988
FILLER_2_85,VPWR,li1,45.3100,19.0400,1.799988
FILLER_2_83,VPWR,li1,43.9300,19.0400,1.799988
FILLER_2_40,VPWR,li1,24.3800,19.0400,1.799981
FILLER_2_27,VPWR,li1,18.1700,19.0400,1.799983
FILLER_2_24,VPWR,li1,17.2500,19.0400,1.799983
FILLER_1_210,VPWR,li1,102.5800,13.6000,1.799996
FILLER_1_207,VPWR,li1,101.4300,13.6000,1.799996
FILLER_1_204,VPWR,li1,100.0500,13.6000,1.799996
FILLER_1_201,VPWR,li1,98.6700,13.6000,1.799995
FILLER_1_198,VPWR,li1,97.2900,13.6000,1.799994
FILLER_1_195,VPWR,li1,95.9100,13.6000,1.799994
FILLER_1_192,VPWR,li1,94.5300,13.6000,1.799993
FILLER_1_169,VPWR,li1,83.7200,13.6000,1.799990
FILLER_1_166,VPWR,li1,82.3400,13.6000,1.799990
FILLER_1_163,VPWR,li1,81.1900,13.6000,1.799990
FILLER_1_160,VPWR,li1,79.8100,13.6000,1.799991
FILLER_1_157,VPWR,li1,78.4300,13.6000,1.799991
FILLER_1_154,VPWR,li1,77.0500,13.6000,1.799991
FILLER_1_151,VPWR,li1,75.6700,13.6000,1.799991
FILLER_1_127,VPWR,li1,64.6300,13.6000,1.799990
FILLER_1_124,VPWR,li1,63.2500,13.6000,1.799990
FILLER_1_116,VPWR,li1,59.1100,13.6000,1.799988
FILLER_1_111,VPWR,li1,56.8100,13.6000,1.799987
FILLER_1_44,VPWR,li1,25.9900,13.6000,1.799982
FILLER_1_25,VPWR,li1,17.4800,13.6000,1.799983
FILLER_0_215,VPWR,li1,105.1100,13.6000,1.799996
FILLER_0_212,VPWR,li1,103.7300,13.6000,1.799996
FILLER_0_209,VPWR,li1,102.3500,13.6000,1.799996
FILLER_0_206,VPWR,li1,100.9700,13.6000,1.799996
FILLER_0_203,VPWR,li1,99.5900,13.6000,1.799995
FILLER_0_200,VPWR,li1,98.2100,13.6000,1.799995
FILLER_0_197,VPWR,li1,96.8300,13.6000,1.799994
FILLER_0_194,VPWR,li1,95.2200,13.6000,1.799993
FILLER_0_191,VPWR,li1,94.0700,13.6000,1.799993
FILLER_0_180,VPWR,li1,88.5500,13.6000,1.799990
FILLER_0_177,VPWR,li1,87.6300,13.6000,1.799990
FILLER_0_174,VPWR,li1,86.2500,13.6000,1.799990
FILLER_0_169,VPWR,li1,83.7200,13.6000,1.799990
FILLER_0_167,VPWR,li1,82.5700,13.6000,1.799990
FILLER_0_164,VPWR,li1,81.6500,13.6000,1.799990
FILLER_0_161,VPWR,li1,80.2700,13.6000,1.799991
FILLER_0_158,VPWR,li1,78.8900,13.6000,1.799991
FILLER_0_155,VPWR,li1,77.5100,13.6000,1.799991
FILLER_0_152,VPWR,li1,76.1300,13.6000,1.799991
FILLER_0_149,VPWR,li1,74.7500,13.6000,1.799991
FILLER_0_137,VPWR,li1,69.2300,13.6000,1.799992
FILLER_0_113,VPWR,li1,58.1900,13.6000,1.799988
FILLER_0_111,VPWR,li1,56.8100,13.6000,1.799987
FILLER_0_108,VPWR,li1,55.8900,13.6000,1.799987
FILLER_0_105,VPWR,li1,54.5100,13.6000,1.799987
FILLER_0_97,VPWR,li1,50.8300,13.6000,1.799985
FILLER_0_93,VPWR,li1,48.5300,13.6000,1.799986
FILLER_0_83,VPWR,li1,43.9300,13.6000,1.799987
FILLER_0_47,VPWR,li1,27.3700,13.6000,1.799982
FILLER_0_44,VPWR,li1,26.4500,13.6000,1.799982
FILLER_0_29,VPWR,li1,19.0900,13.6000,1.799983
FILLER_0_25,VPWR,li1,17.7100,13.6000,1.799983
FILLER_0_16,VPWR,li1,13.1100,13.6000,1.799985
FILLER_0_6,VPWR,li1,8.7400,13.6000,1.799989
FILLER_0_3,VPWR,li1,7.5900,13.6000,1.799989
hold239,VPWR,li1,23.4600,95.2000,1.799989
hold238,VPWR,li1,48.7600,73.4400,1.799974
hold237,VPWR,li1,28.5200,100.6400,1.799989
hold236,VPWR,li1,35.8800,68.0000,1.799984
hold235,VPWR,li1,67.1600,35.3600,1.799984
hold234,VPWR,li1,44.1600,100.6400,1.799990
hold233,VPWR,li1,16.1000,111.5200,1.799998
hold232,VPWR,li1,55.2000,95.2000,1.799993
hold231,VPWR,li1,68.0800,24.4800,1.799988
hold230,VPWR,li1,30.3600,95.2000,1.799991
hold229,VPWR,li1,36.8000,46.2400,1.799971
hold228,VPWR,li1,76.8200,106.0800,1.799988
hold227,VPWR,li1,28.0600,40.8000,1.799964
hold226,VPWR,li1,33.5800,29.9200,1.799992
hold225,VPWR,li1,93.8400,95.2000,1.799990
hold224,VPWR,li1,63.9400,24.4800,1.799986
hold223,VPWR,li1,14.2600,40.8000,1.799971
hold222,VPWR,li1,80.9600,24.4800,1.799982
hold221,VPWR,li1,23.0000,84.3200,1.799949
hold220,VPWR,li1,21.6200,62.5600,1.799985
hold219,VPWR,li1,74.0600,95.2000,1.799994
hold218,VPWR,li1,63.9400,19.0400,1.799988
hold217,VPWR,li1,35.8800,40.8000,1.799972
hold216,VPWR,li1,59.3400,100.6400,1.799987
hold215,VPWR,li1,55.2000,46.2400,1.799958
hold214,VPWR,li1,98.4400,100.6400,1.799994
hold213,VPWR,li1,102.5800,29.9200,1.799994
hold212,VPWR,li1,24.3800,73.4400,1.799982
hold211,VPWR,li1,15.1800,13.6000,1.799984
hold210,VPWR,li1,68.5400,57.1200,1.799988
hold209,VPWR,li1,61.6400,51.6800,1.799975
hold208,VPWR,li1,38.1800,95.2000,1.799994
hold207,VPWR,li1,34.0400,89.7600,1.799987
hold206,VPWR,li1,43.7000,84.3200,1.799954
hold205,VPWR,li1,48.3000,84.3200,1.799952
hold204,VPWR,li1,23.0000,29.9200,1.799990
hold203,VPWR,li1,92.0000,19.0400,1.799994
hold202,VPWR,li1,85.1000,29.9200,1.799993
hold201,VPWR,li1,85.1000,35.3600,1.799981
hold200,VPWR,li1,97.9800,19.0400,1.799996
hold199,VPWR,li1,84.1800,73.4400,1.799974
hold198,VPWR,li1,61.6400,84.3200,1.799950
hold197,VPWR,li1,20.7000,51.6800,1.799989
hold196,VPWR,li1,27.1400,95.2000,1.799990
hold195,VPWR,li1,27.1400,51.6800,1.799987
hold194,VPWR,li1,101.6600,89.7600,1.799999
hold193,VPWR,li1,19.3200,89.7600,1.799984
hold192,VPWR,li1,92.0000,89.7600,1.799998
hold191,VPWR,li1,40.4800,100.6400,1.799992
hold190,VPWR,li1,16.1000,57.1200,1.799985
hold189,VPWR,li1,42.3200,73.4400,1.799982
hold188,VPWR,li1,73.6000,73.4400,1.799976
hold187,VPWR,li1,24.8400,62.5600,1.799983
hold186,VPWR,li1,15.1800,68.0000,1.799987
hold185,VPWR,li1,72.2200,13.6000,1.799991
hold184,VPWR,li1,73.1400,24.4800,1.799987
hold183,VPWR,li1,96.6000,29.9200,1.799994
hold182,VPWR,li1,26.2200,78.8800,1.799945
hold181,VPWR,li1,58.4200,89.7600,1.799994
hold180,VPWR,li1,32.2000,62.5600,1.799979
hold179,VPWR,li1,29.4400,84.3200,1.799950
hold178,VPWR,li1,20.7000,19.0400,1.799982
hold177,VPWR,li1,57.9600,78.8800,1.799972
hold176,VPWR,li1,65.7800,78.8800,1.799974
hold175,VPWR,li1,52.4400,73.4400,1.799972
hold174,VPWR,li1,87.8600,73.4400,1.799976
hold173,VPWR,li1,87.8600,73.4400,1.799976
hold172,VPWR,li1,53.8200,57.1200,1.799988
hold171,VPWR,li1,8.7400,111.5200,1.799999
hold170,VPWR,li1,55.2000,29.9200,1.799985
hold169,VPWR,li1,55.6600,35.3600,1.799973
hold168,VPWR,li1,100.2800,68.0000,1.799992
hold167,VPWR,li1,12.4200,57.1200,1.799987
hold166,VPWR,li1,98.9000,51.6800,1.799984
hold165,VPWR,li1,103.9600,51.6800,1.799987
hold164,VPWR,li1,15.1800,35.3600,1.799968
hold163,VPWR,li1,42.7800,78.8800,1.799971
hold162,VPWR,li1,87.8600,46.2400,1.799959
hold161,VPWR,li1,85.1000,46.2400,1.799958
hold160,VPWR,li1,13.3400,95.2000,1.799992
hold159,VPWR,li1,16.1000,24.4800,1.799989
hold158,VPWR,li1,13.3400,78.8800,1.799961
hold157,VPWR,li1,88.7800,62.5600,1.799971
hold156,VPWR,li1,85.5600,57.1200,1.799984
clkload13,VPWR,li1,86.4800,84.3200,1.799953
clkload12,VPWR,li1,84.6400,73.4400,1.799974
clkload11,VPWR,li1,68.0800,84.3200,1.799953
clkload10,VPWR,li1,65.3200,84.3200,1.799951
clkload9,VPWR,li1,88.3200,46.2400,1.799959
clkload8,VPWR,li1,91.0800,46.2400,1.799963
clkload7,VPWR,li1,65.3200,51.6800,1.799976
clkload6,VPWR,li1,71.7600,46.2400,1.799955
clkload5,VPWR,li1,42.7800,84.3200,1.799954
clkload4,VPWR,li1,29.9000,78.8800,1.799944
clkload3,VPWR,li1,20.2400,89.7600,1.799984
clkload2,VPWR,li1,33.5800,46.2400,1.799971
clkload1,VPWR,li1,33.1200,40.8000,1.799968
clkload0,VPWR,li1,20.2400,40.8000,1.799958
clkbuf_4_15_0_clk,VPWR,li1,90.3900,84.3200,1.799953
clkbuf_4_14_0_clk,VPWR,li1,92.6900,78.8800,1.799961
clkbuf_4_13_0_clk,VPWR,li1,67.3900,84.3200,1.799953
clkbuf_4_12_0_clk,VPWR,li1,66.0100,73.4400,1.799967
clkbuf_4_11_0_clk,VPWR,li1,88.0900,51.6800,1.799967
clkbuf_4_10_0_clk,VPWR,li1,87.6300,40.8000,1.799964
clkbuf_4_9_0_clk,VPWR,li1,66.4700,46.2400,1.799947
clkbuf_4_8_0_clk,VPWR,li1,67.3900,46.2400,1.799947
clkbuf_4_7_0_clk,VPWR,li1,38.8700,84.3200,1.799959
clkbuf_4_6_0_clk,VPWR,li1,31.0500,78.8800,1.799945
clkbuf_4_5_0_clk,VPWR,li1,22.7700,84.3200,1.799949
clkbuf_4_4_0_clk,VPWR,li1,17.7100,78.8800,1.799951
clkbuf_4_3_0_clk,VPWR,li1,41.1700,46.2400,1.799972
clkbuf_4_2_0_clk,VPWR,li1,43.9300,35.3600,1.799964
clkbuf_4_1_0_clk,VPWR,li1,19.5500,40.8000,1.799958
clkbuf_4_0_0_clk,VPWR,li1,22.7700,35.3600,1.799952
clkbuf_0_clk,VPWR,li1,61.1800,62.5600,1.799916
soc_top,VPWR,li1,77.5100,111.5200,1.799999
fanout63,VPWR,li1,103.9600,24.4800,1.799990
fanout62,VPWR,li1,94.3000,62.5600,1.799977
load_slew61,VPWR,li1,97.5200,62.5600,1.799981
fanout60,VPWR,li1,93.8400,68.0000,1.799986
load_slew59,VPWR,li1,80.9600,73.4400,1.799974
fanout58,VPWR,li1,77.7400,73.4400,1.799975
load_slew57,VPWR,li1,100.7400,35.3600,1.799990
fanout56,VPWR,li1,103.9600,35.3600,1.799989
load_slew55,VPWR,li1,103.0400,19.0400,1.799996
fanout54,VPWR,li1,103.5000,24.4800,1.799990
load_slew53,VPWR,li1,77.7400,19.0400,1.799990
fanout52,VPWR,li1,74.5200,19.0400,1.799990
fanout51,VPWR,li1,55.2000,68.0000,1.799979
fanout50,VPWR,li1,54.2800,84.3200,1.799950
load_slew49,VPWR,li1,51.5200,68.0000,1.799980
fanout48,VPWR,li1,54.7400,62.5600,1.799932
load_slew47,VPWR,li1,22.5400,68.0000,1.799982
fanout46,VPWR,li1,27.6000,68.0000,1.799980
load_slew45,VPWR,li1,54.2800,19.0400,1.799985
fanout44,VPWR,li1,51.0600,19.0400,1.799986
fanout43,VPWR,li1,29.4400,13.6000,1.799983
load_slew42,VPWR,li1,34.5000,24.4800,1.799987
fanout41,VPWR,li1,33.5800,19.0400,1.799984
max_cap40,VPWR,li1,52.4400,89.7600,1.799993
wire39,VPWR,li1,62.5600,84.3200,1.799951
max_cap38,VPWR,li1,65.3200,89.7600,1.799995
max_cap37,VPWR,li1,32.8900,57.1200,1.799983
max_cap36,VPWR,li1,33.5800,62.5600,1.799978
fanout35,VPWR,li1,14.2600,89.7600,1.799987
output34,VPWR,li1,10.5800,40.8000,1.799978
output33,VPWR,li1,16.1000,46.2400,1.799987
output32,VPWR,li1,8.7400,24.4800,1.799991
output31,VPWR,li1,8.7400,19.0400,1.799990
output30,VPWR,li1,12.4200,24.4800,1.799990
output29,VPWR,li1,11.5000,19.0400,1.799990
output28,VPWR,li1,16.1000,29.9200,1.799992
output27,VPWR,li1,19.3200,106.0800,1.799983
output26,VPWR,li1,12.4200,100.6400,1.799996
output25,VPWR,li1,20.7000,24.4800,1.799987
output24,VPWR,li1,12.4200,100.6400,1.799996
output23,VPWR,li1,16.1000,100.6400,1.799994
output22,VPWR,li1,16.1000,100.6400,1.799994
output21,VPWR,li1,9.6600,95.2000,1.799993
output20,VPWR,li1,8.7400,100.6400,1.799996
output19,VPWR,li1,8.7400,100.6400,1.799996
output18,VPWR,li1,8.7400,89.7600,1.799990
output17,VPWR,li1,12.4200,84.3200,1.799972
output16,VPWR,li1,8.7400,84.3200,1.799978
output15,VPWR,li1,8.7400,78.8800,1.799970
output14,VPWR,li1,8.7400,73.4400,1.799991
output13,VPWR,li1,8.7400,68.0000,1.799991
output12,VPWR,li1,8.7400,62.5600,1.799991
output11,VPWR,li1,12.4200,62.5600,1.799990
output10,VPWR,li1,8.7400,57.1200,1.799990
output9,VPWR,li1,8.7400,46.2400,1.799992
output8,VPWR,li1,8.7400,51.6800,1.799993
output7,VPWR,li1,16.1000,51.6800,1.799990
output6,VPWR,li1,8.7400,35.3600,1.799978
output5,VPWR,li1,14.7200,46.2400,1.799987
output4,VPWR,li1,29.4400,13.6000,1.799983
output3,VPWR,li1,12.4200,111.5200,1.799998
output2,VPWR,li1,20.7000,111.5200,1.799997
input1,VPWR,li1,103.9600,19.0400,1.799996
soc_top_155,VPWR,li1,42.0900,111.5200,1.799997
soc_top_154,VPWR,li1,49.9100,111.5200,1.799997
soc_top_153,VPWR,li1,30.5900,111.5200,1.799996
soc_top_152,VPWR,li1,30.5900,89.7600,1.799986
soc_top_151,VPWR,li1,53.1300,111.5200,1.799998
soc_top_150,VPWR,li1,17.7100,95.2000,1.799991
soc_top_149,VPWR,li1,8.0500,106.0800,1.799988
soc_top_148,VPWR,li1,20.0100,95.2000,1.799990
soc_top_147,VPWR,li1,7.5900,29.9200,1.799995
soc_top_146,VPWR,li1,11.2700,19.0400,1.799990
soc_top_145,VPWR,li1,103.7300,106.0800,1.799996
soc_top_144,VPWR,li1,105.1100,111.5200,1.800000
soc_top_143,VPWR,li1,103.7300,106.0800,1.799996
soc_top_142,VPWR,li1,105.1100,106.0800,1.799996
soc_top_141,VPWR,li1,103.7300,100.6400,1.799996
soc_top_140,VPWR,li1,105.1100,106.0800,1.799996
soc_top_139,VPWR,li1,102.3500,100.6400,1.799996
soc_top_138,VPWR,li1,102.3500,95.2000,1.799992
soc_top_137,VPWR,li1,105.1100,100.6400,1.799996
soc_top_136,VPWR,li1,103.7300,100.6400,1.799996
soc_top_135,VPWR,li1,105.1100,100.6400,1.799996
soc_top_134,VPWR,li1,104.1900,89.7600,1.799999
soc_top_133,VPWR,li1,103.7300,95.2000,1.799992
soc_top_132,VPWR,li1,102.3500,89.7600,1.799999
soc_top_131,VPWR,li1,105.1100,95.2000,1.799992
soc_top_130,VPWR,li1,103.7300,89.7600,1.799999
soc_top_129,VPWR,li1,105.1100,89.7600,1.799999
soc_top_128,VPWR,li1,103.7300,84.3200,1.799976
soc_top_127,VPWR,li1,105.1100,84.3200,1.799976
soc_top_126,VPWR,li1,103.7300,78.8800,1.799980
soc_top_125,VPWR,li1,105.1100,78.8800,1.799980
soc_top_124,VPWR,li1,103.7300,78.8800,1.799980
soc_top_123,VPWR,li1,105.1100,78.8800,1.799980
soc_top_122,VPWR,li1,103.7300,73.4400,1.799986
soc_top_121,VPWR,li1,105.1100,73.4400,1.799986
soc_top_120,VPWR,li1,105.1100,68.0000,1.799992
soc_top_119,VPWR,li1,103.7300,68.0000,1.799992
soc_top_118,VPWR,li1,105.1100,62.5600,1.799984
soc_top_117,VPWR,li1,104.1900,68.0000,1.799992
soc_top_116,VPWR,li1,102.3500,68.0000,1.799992
soc_top_115,VPWR,li1,100.9700,62.5600,1.799984
soc_top_114,VPWR,li1,103.7300,62.5600,1.799984
soc_top_113,VPWR,li1,102.3500,62.5600,1.799984
soc_top_112,VPWR,li1,101.8900,111.5200,1.800000
soc_top_111,VPWR,li1,105.1100,57.1200,1.799993
soc_top_110,VPWR,li1,103.7300,57.1200,1.799993
soc_top_109,VPWR,li1,105.1100,57.1200,1.799993
soc_top_108,VPWR,li1,103.7300,57.1200,1.799993
soc_top_107,VPWR,li1,105.1100,51.6800,1.799987
soc_top_106,VPWR,li1,102.3500,57.1200,1.799993
soc_top_105,VPWR,li1,101.4300,51.6800,1.799987
soc_top_104,VPWR,li1,100.9700,51.6800,1.799987
soc_top_103,VPWR,li1,103.7300,51.6800,1.799987
soc_top_102,VPWR,li1,102.3500,51.6800,1.799987
soc_top_101,VPWR,li1,105.1100,46.2400,1.799980
soc_top_100,VPWR,li1,103.7300,46.2400,1.799980
soc_top_99,VPWR,li1,105.1100,40.8000,1.799985
soc_top_98,VPWR,li1,103.7300,40.8000,1.799985
soc_top_97,VPWR,li1,105.1100,40.8000,1.799985
soc_top_96,VPWR,li1,102.3500,40.8000,1.799985
soc_top_95,VPWR,li1,103.7300,40.8000,1.799985
soc_top_94,VPWR,li1,105.1100,35.3600,1.799989
soc_top_93,VPWR,li1,103.7300,35.3600,1.799989
soc_top_92,VPWR,li1,102.3500,35.3600,1.799989
soc_top_91,VPWR,li1,101.4300,40.8000,1.799985
soc_top_90,VPWR,li1,94.9900,35.3600,1.799986
soc_top_89,VPWR,li1,105.1100,19.0400,1.799996
soc_top_88,VPWR,li1,94.0700,29.9200,1.799994
soc_top_87,VPWR,li1,105.1100,13.6000,1.799996
soc_top_86,VPWR,li1,99.5900,24.4800,1.799988
soc_top_85,VPWR,li1,101.4300,19.0400,1.799996
soc_top_84,VPWR,li1,100.9700,24.4800,1.799990
soc_top_83,VPWR,li1,99.5900,19.0400,1.799996
soc_top_82,VPWR,li1,99.5900,24.4800,1.799988
soc_top_81,VPWR,li1,100.9700,19.0400,1.799996
soc_top_80,VPWR,li1,103.7300,13.6000,1.799996
soc_top_79,VPWR,li1,73.8300,111.5200,1.799999
soc_top_78,VPWR,li1,69.2300,111.5200,1.799999
soc_top_77,VPWR,li1,66.4700,111.5200,1.799999
soc_top_76,VPWR,li1,62.7900,111.5200,1.799999
soc_top_75,VPWR,li1,59.1100,111.5200,1.799998
soc_top_74,VPWR,li1,55.4300,111.5200,1.799998
soc_top_73,VPWR,li1,51.7500,111.5200,1.799998
soc_top_72,VPWR,li1,48.5300,111.5200,1.799997
soc_top_71,VPWR,li1,84.8700,13.6000,1.799990
soc_top_70,VPWR,li1,103.2700,111.5200,1.800000
soc_top_69,VPWR,li1,99.5900,111.5200,1.800000
soc_top_68,VPWR,li1,94.9900,111.5200,1.800000
soc_top_67,VPWR,li1,92.2300,111.5200,1.800000
soc_top_66,VPWR,li1,88.5500,111.5200,1.800000
soc_top_65,VPWR,li1,84.8700,111.5200,1.800000
soc_top_64,VPWR,li1,81.1900,111.5200,1.800000
TAP_TAPCELL_ROW_36_209,VPWR,li1,95.9100,111.2130,1.800000
TAP_TAPCELL_ROW_36_208,VPWR,li1,83.0300,111.2130,1.800000
TAP_TAPCELL_ROW_36_207,VPWR,li1,70.1500,111.2130,1.799999
TAP_TAPCELL_ROW_36_206,VPWR,li1,57.2700,111.2130,1.799998
TAP_TAPCELL_ROW_36_205,VPWR,li1,44.3900,111.2130,1.799997
TAP_TAPCELL_ROW_36_204,VPWR,li1,31.5100,111.2130,1.799996
TAP_TAPCELL_ROW_36_203,VPWR,li1,18.6300,111.2130,1.799998
TAP_TAPCELL_ROW_35_202,VPWR,li1,83.0300,106.3860,1.799987
TAP_TAPCELL_ROW_35_201,VPWR,li1,57.2700,106.3860,1.799984
